Package Name,Destination,Duration,Price,Package Description
Scenic Manali Package 10566,Manali,13,25849,"Experience a scenic 13-day trip to Manali. This package includes river rafting, mountain trekking and temple visits."
Relaxing Italy Package 10567,Italy,12,55812,"Experience a relaxing 12-day trip to Italy. This package includes gondola rides, pasta making classes and wine vineyard visits."
Premium Goa Package 10568,Goa,6,18506,"Experience a premium 6-day trip to Goa. This package includes sunset cruises, beach parties and water sports."
Backpacker Switzerland Package 10569,Switzerland,13,380023,"Experience a backpacker 13-day trip to Switzerland. This package includes paragliding, scenic train rides and skiing."
Family-friendly Andaman Package 10570,Andaman,13,156778,"Experience a family-friendly 13-day trip to Andaman. This package includes island hopping, glass bottom boat rides and mangrove kayaking."
Luxury Kenya Package 10571,Kenya,7,128080,"Experience a luxury 7-day trip to Kenya. This package includes beach relaxation, bird watching and wildlife safari."
Cultural Switzerland Package 10572,Switzerland,7,439817,"Experience a cultural 7-day trip to Switzerland. This package includes lake cruises, mountain hiking and chocolate factory tours."
Luxury Manali Package 10573,Manali,9,125154,"Experience a luxury 9-day trip to Manali. This package includes temple visits, mountain trekking and river rafting."
Luxury Manali Package 10574,Manali,12,42829,"Experience a luxury 12-day trip to Manali. This package includes paragliding, skiing and mountain trekking."
Premium Jaipur Package 10575,Jaipur,9,151487,"Experience a premium 9-day trip to Jaipur. This package includes block printing workshops, camel rides and fort tours."
Premium Ladakh Package 10576,Ladakh,7,154594,"Experience a premium 7-day trip to Ladakh. This package includes pangong lake tours, camping under stars and yak safaris."
Modern Rishikesh Package 10577,Rishikesh,14,186016,"Experience a modern 14-day trip to Rishikesh. This package includes river rafting, yoga retreats and meditation sessions."
Family-friendly Italy Package 10578,Italy,4,278911,"Experience a family-friendly 4-day trip to Italy. This package includes gondola rides, gelato tasting and pasta making classes."
Family-friendly Iceland Package 10579,Iceland,11,449364,"Experience a family-friendly 11-day trip to Iceland. This package includes volcano tours, northern lights viewing and whale watching."
Relaxing Iceland Package 10580,Iceland,3,409546,"Experience a relaxing 3-day trip to Iceland. This package includes hot spring bathing, ice cave exploring and northern lights viewing."
Relaxing Shimla Package 10581,Shimla,10,128424,"Experience a relaxing 10-day trip to Shimla. This package includes nature walks, apple orchard visits and colonial architecture tours."
Romantic Iceland Package 10582,Iceland,8,408434,"Experience a romantic 8-day trip to Iceland. This package includes volcano tours, hot spring bathing and whale watching."
Adventurous Andaman Package 10583,Andaman,8,160261,"Experience a adventurous 8-day trip to Andaman. This package includes glass bottom boat rides, snorkeling and beach camping."
Budget Varanasi Package 10584,Varanasi,3,66575,"Experience a budget 3-day trip to Varanasi. This package includes temple tours, yoga sessions and boat rides."
Romantic Shimla Package 10585,Shimla,4,81660,"Experience a romantic 4-day trip to Shimla. This package includes colonial architecture tours, apple orchard visits and mall road shopping."
Relaxing Rishikesh Package 10586,Rishikesh,14,46990,"Experience a relaxing 14-day trip to Rishikesh. This package includes yoga retreats, camping by ganges and meditation sessions."
Budget Kenya Package 10587,Kenya,3,278403,"Experience a budget 3-day trip to Kenya. This package includes mountain climbing, tribal village visits and beach relaxation."
Relaxing Australia Package 10588,Australia,3,415963,"Experience a relaxing 3-day trip to Australia. This package includes opera house tours, great barrier reef diving and koala sanctuaries."
Heritage Ladakh Package 10589,Ladakh,4,42581,"Experience a heritage 4-day trip to Ladakh. This package includes yak safaris, camping under stars and pangong lake tours."
Romantic Turkey Package 10590,Turkey,6,86855,"Experience a romantic 6-day trip to Turkey. This package includes mosque tours, hot air balloon rides and turkish bath."
Heritage Goa Package 10591,Goa,8,48224,"Experience a heritage 8-day trip to Goa. This package includes beach parties, seafood tasting and flea markets."
Backpacker Ladakh Package 10592,Ladakh,9,154373,"Experience a backpacker 9-day trip to Ladakh. This package includes camping under stars, monastery visits and yak safaris."
Luxury Italy Package 10593,Italy,9,366409,"Experience a luxury 9-day trip to Italy. This package includes wine vineyard visits, gondola rides and pasta making classes."
Backpacker France Package 10594,France,6,463172,"Experience a backpacker 6-day trip to France. This package includes cheese tasting, wine tasting and museum tours."
Romantic Brazil Package 10595,Brazil,10,220393,"Experience a romantic 10-day trip to Brazil. This package includes carnival celebrations, football matches and copacabana beach."
Luxury Jaipur Package 10596,Jaipur,9,19865,"Experience a luxury 9-day trip to Jaipur. This package includes block printing workshops, fort tours and palace visits."
Heritage Shimla Package 10597,Shimla,3,152907,"Experience a heritage 3-day trip to Shimla. This package includes toy train rides, nature walks and mall road shopping."
Family-friendly Goa Package 10598,Goa,12,96632,"Experience a family-friendly 12-day trip to Goa. This package includes seafood tasting, church visits and flea markets."
Modern Thailand Package 10599,Thailand,7,460554,"Experience a modern 7-day trip to Thailand. This package includes muay thai shows, island hopping and elephant sanctuaries."
Family-friendly Japan Package 10600,Japan,9,292527,"Experience a family-friendly 9-day trip to Japan. This package includes tea ceremonies, sushi tasting and temple tours."
Luxury Varanasi Package 10601,Varanasi,10,131323,"Experience a luxury 10-day trip to Varanasi. This package includes street food walks, temple tours and yoga sessions."
Adventurous Udaipur Package 10602,Udaipur,8,92809,"Experience a adventurous 8-day trip to Udaipur. This package includes heritage walks, lake palace tours and puppet shows."
Scenic Jaipur Package 10603,Jaipur,3,75350,"Experience a scenic 3-day trip to Jaipur. This package includes block printing workshops, fort tours and bazaar shopping."
Family-friendly Bhutan Package 10604,Bhutan,11,329356,"Experience a family-friendly 11-day trip to Bhutan. This package includes dzong visits, himalayan viewing and festival dances."
Family-friendly Kenya Package 10605,Kenya,11,312900,"Experience a family-friendly 11-day trip to Kenya. This package includes bird watching, tribal village visits and hot air balloon rides."
Heritage Brazil Package 10606,Brazil,6,374141,"Experience a heritage 6-day trip to Brazil. This package includes christ the redeemer visits, football matches and carnival celebrations."
Premium Thailand Package 10607,Thailand,13,113227,"Experience a premium 13-day trip to Thailand. This package includes temple visits, floating markets and island hopping."
Romantic Udaipur Package 10608,Udaipur,11,31315,"Experience a romantic 11-day trip to Udaipur. This package includes rooftop dining, lake palace tours and puppet shows."
Relaxing Bhutan Package 10609,Bhutan,11,279145,"Experience a relaxing 11-day trip to Bhutan. This package includes dzong visits, festival dances and mountain pass tours."
Romantic Bali Package 10610,Bali,6,429868,"Experience a romantic 6-day trip to Bali. This package includes rice terrace treks, surfing lessons and scuba diving."
Relaxing Kenya Package 10611,Kenya,5,485872,"Experience a relaxing 5-day trip to Kenya. This package includes mountain climbing, bird watching and wildlife safari."
Adventurous Iceland Package 10612,Iceland,5,325510,"Experience a adventurous 5-day trip to Iceland. This package includes glacier hiking, northern lights viewing and volcano tours."
Premium Goa Package 10613,Goa,5,67719,"Experience a premium 5-day trip to Goa. This package includes church visits, sunset cruises and beach parties."
Romantic Andaman Package 10614,Andaman,9,109346,"Experience a romantic 9-day trip to Andaman. This package includes mangrove kayaking, snorkeling and island hopping."
Luxury Thailand Package 10615,Thailand,12,326233,"Experience a luxury 12-day trip to Thailand. This package includes elephant sanctuaries, temple visits and muay thai shows."
Relaxing Thailand Package 10616,Thailand,6,293096,"Experience a relaxing 6-day trip to Thailand. This package includes street food tours, island hopping and muay thai shows."
Cultural Bhutan Package 10617,Bhutan,6,90122,"Experience a cultural 6-day trip to Bhutan. This package includes festival dances, archery matches and himalayan viewing."
Romantic Manali Package 10618,Manali,7,153186,"Experience a romantic 7-day trip to Manali. This package includes temple visits, river rafting and skiing."
Romantic Ladakh Package 10619,Ladakh,13,166031,"Experience a romantic 13-day trip to Ladakh. This package includes yak safaris, mountain biking and pangong lake tours."
Luxury Shimla Package 10620,Shimla,8,195621,"Experience a luxury 8-day trip to Shimla. This package includes mall road shopping, ice skating and nature walks."
Luxury Shimla Package 10621,Shimla,9,106394,"Experience a luxury 9-day trip to Shimla. This package includes mall road shopping, nature walks and ice skating."
Heritage Hawaii Package 10622,Hawaii,14,235873,"Experience a heritage 14-day trip to Hawaii. This package includes beach surfing, luau feasts and snorkeling."
Relaxing France Package 10623,France,7,146837,"Experience a relaxing 7-day trip to France. This package includes eiffel tower visits, lavender field tours and wine tasting."
Adventurous Iceland Package 10624,Iceland,7,263630,"Experience a adventurous 7-day trip to Iceland. This package includes hot spring bathing, ice cave exploring and northern lights viewing."
Premium Shimla Package 10625,Shimla,7,141819,"Experience a premium 7-day trip to Shimla. This package includes mall road shopping, ice skating and colonial architecture tours."
